key,value,note
speaker,パーソナリティー,电台主持人
speaker,パーティーの主宰,派对的东道主
speaker,パーティーの客,派对的客人
speaker,パーティーの客10,派对的客人10
speaker,パーティーの客11,派对的客人11
speaker,パーティーの客12,派对的客人12
speaker,パーティーの客13,派对的客人13
speaker,パーティーの客14,派对的客人14
speaker,パーティーの客15,派对的客人15
speaker,パーティーの客16,派对的客人16
speaker,パーティーの客17,派对的客人17
speaker,パーティーの客１,派对的客人1
speaker,パーティーの客２,派对的客人2
speaker,パーティーの客３,派对的客人3
speaker,パーティーの客４,派对的客人4
speaker,パーティーの客５,派对的客人5
speaker,パーティーの客６,派对的客人6
speaker,パーティーの客７,派对的客人7
speaker,パーティーの客８,派对的客人8
speaker,パーティーの客９,派对的客人9
speaker,パーティー参加者,派对参与者
speaker,パーティ司会,派对主持
speaker,ヒオリ,“灯织”
speaker,ヒオリのクラスメイト１,“灯织”的同班同学1
speaker,ヒオリのクラスメイト２,“灯织”的同班同学2
speaker,ヒマワリ,向日葵
speaker,ヒマワリ役のふたり,饰演向日葵的两人
speaker,ヒロイン,女主角
speaker,ビラ配り,发传单的
speaker,ビラ配りの男,发传单的男人
speaker,ピアスの女性,戴耳环的女性
speaker,ピアノ生徒,学钢琴的学生
speaker,ピアノ生徒の保護者,学钢琴的学生的监护人
speaker,ピアノ生徒の保護者１,学钢琴的学生的监护人1
speaker,ピアノ生徒の保護者２,学钢琴的学生的监护人2
speaker,ピアノ生徒の保護者３,学钢琴的学生的监护人3
speaker,ピアノ生徒の保護者４,学钢琴的学生的监护人4
speaker,ファシリテーター,活动介绍人
speaker,ファッション誌スタッフ,时尚杂志工作人员
speaker,ファミレス店員,家庭餐厅店员
speaker,ファン,粉丝
speaker,ファン3,粉丝3
speaker,ファンA,粉丝A
speaker,ファンB,粉丝B
speaker,ファンたち,粉丝们
speaker,ファンの友人,粉丝的朋友
speaker,ファンの声,粉丝的声音
speaker,ファンの声援,粉丝的助威声
speaker,ファンの声１,粉丝的声音1
speaker,ファンの声２,粉丝的声音2
speaker,ファンの女性,女粉丝
speaker,ファンの男性,男粉丝
speaker,ファンレター,粉丝来信
speaker,ファンレター１,粉丝来信1
speaker,ファンレター２,粉丝来信2
speaker,ファンレター３,粉丝来信3
speaker,ファン１,粉丝1
speaker,ファン２,粉丝2
speaker,フォロワー,关注者
speaker,フクロウ,猫头鹰
speaker,フラワーショップ店長,花店店长
speaker,フリップの文字,翻页提示板的文字
speaker,フロアの先輩１,楼层的前辈1
speaker,フロアの先輩２,楼层的前辈2
speaker,フロアの先輩３,楼层的前辈3
speaker,フロアスタッフ,楼层工作人员
speaker,フロアマネージャー,楼层经理
speaker,フロントスタッフ,前台工作人员
speaker,ブライダルスタッフ,婚庆工作人员
speaker,ブランドの担当者,品牌负责人
speaker,ブルゾンの男性,穿夹克的男性
speaker,ブース内,展位内
speaker,プッシュ通知,推送通知
speaker,プラカード,标语牌
speaker,プリン,布丁
speaker,プリン＆アンニン,布丁＆杏仁
speaker,プレゼン番組の音声,展示节目语音
speaker,プロデューサー,制作人
speaker,プロデューサーたち,制作人们
speaker,プロデューサーの文面,制作人的文字内容
speaker,プロデューサーの連絡,制作人的联络
speaker,プロデューサー＆あさひ,制作人＆朝日
speaker,プロデューサー＆円香,制作人＆圆香
speaker,プロデューサー＆冬優子,制作人＆冬优子
speaker,プロデューサー＆夏葉,制作人＆夏叶
speaker,プロデューサー＆甜花,制作人＆甜花
speaker,プロランナー,职业跑者
speaker,ヘアメイク,发型设计
speaker,ヘアメイクスタッフ,发型设计工作人员
speaker,ヘッドホンの音,耳机的声音
speaker,ベテランアイドル,资深偶像
speaker,ベテラン女優,资深女演员
speaker,ベビーカーを押す男性,推婴儿车的男性
speaker,ペットショップの店員,宠物店店员
speaker,ペットショップ店員,宠物店店员
speaker,ペンギン,企鹅
speaker,ペンギンたち,企鹅们
speaker,ホテルの支配人,酒店经理
speaker,ホテルスタッフ,酒店工作人员
speaker,ホワイトボードの文字,白板上的文字
speaker,ホームアナウンス,站内广播
speaker,ボイストレーナー,发声训练师
speaker,ボス,老板
speaker,ボランティアスタッフ,志愿者工作人员
speaker,ボーイ,男孩
speaker,ボーカリスト,歌手
speaker,ボーカルトレーナー,声乐教练
speaker,ボーカル兼リーダー,主唱兼领队
speaker,ボーカル講师,声乐讲师
speaker,ボーカル＆ギタリスト,主唱＆吉他手
speaker,ポスター,海报
speaker,ポップの文章,展板的文章
speaker,ポップの文言,展板的语句
speaker,ポップアップ,弹出窗口
speaker,マネージャー,经纪人
speaker,マネージャーのメモ,经纪人的便签
speaker,マネージャー（留守電）,经纪人（语音留言）
speaker,マノ,“真乃”
speaker,ママ,妈妈
speaker,マミミ,“摩美美”
speaker,マメ丸,豆丸
speaker,マーレイ,玛蕾
speaker,ミュージシャン,音乐家
speaker,メアリー,玛丽
speaker,メイクスタッフ,化妆师
speaker,メイクスタッフ１,化妆师1
speaker,メイクスタッフ２,化妆师2
speaker,メイク担当,化妆负责人
speaker,メイド,女仆
speaker,メイドA,女仆A
speaker,メイドB,女仆B
speaker,メイドカフェスタッフ,女仆咖啡馆工作人员
speaker,メイドカフェスタッフA,女仆咖啡馆工作人员A
speaker,メイドカフェスタッフB,女仆咖啡馆工作人员B
speaker,メイド役の女優,饰演女仆的女演员
speaker,メイド長,女仆长
speaker,メグル,“巡”
speaker,メッセのテキスト,消息的文本
speaker,メッセの文言,消息的语句
speaker,メッセージ,消息
speaker,メッセージカード,留言卡片
speaker,メッセージボード,留言板
speaker,メディア記者,媒体记者
speaker,メモ,便签
speaker,メモの文字,便签的文字内容
speaker,メーカー担当者,制造商负责人
speaker,メール,邮件
speaker,メールの文面,邮件的文字内容
speaker,モデル,模特
speaker,モデルたち,模特们
speaker,モデルのファン１,模特的粉丝1
speaker,モデルのファン２,模特的粉丝2
speaker,モデルふうの女性,模特风格的女性
speaker,モデルタレント,模特艺人
speaker,モデルタレントたち,模特艺人们
speaker,モデルタレント１,模特艺人1
speaker,モデルタレント２,模特艺人2
speaker,モデル１,模特1
speaker,モデル２,模特2
speaker,モニターからの音声,从显示器传来的声音
speaker,モニタータレント,屏幕艺人 待查
speaker,モニター芸人,屏幕艺人 待查
speaker,モモ,小桃
speaker,モモ役の女優,饰演小桃的女演员
speaker,ユイカ,“结华”
speaker,ユウコ,“裕子”
speaker,ユウコ＆主治医,“裕子”＆主治医生 
speaker,ユナ,由奈
speaker,ユナのマネージャー,由奈的经纪人
speaker,ユナの友達,由奈的朋友
speaker,ユナの友達の母親,由奈朋友的母亲
speaker,ユナ＆ユナの友達,由奈＆由奈的朋友
speaker,ライター,撰稿人
speaker,ライター仲間,撰稿人伙伴
speaker,ライブハウスのオーナー,LIVEHOUSE的老板
speaker,ライブハウスの客たち,LIVEHOUSE的客人们
speaker,ライブハウスの客１,LIVEHOUSE的客人1
speaker,ライブハウスの客２,LIVEHOUSE的客人2
speaker,ライブハウスの客３,LIVEHOUSE的客人3
speaker,ライブハウスの客４,LIVEHOUSE的客人4
speaker,ライブハウスの客５,LIVEHOUSE的客人5
speaker,ライブハウススタッフ,LIVEHOUSE工作人员
speaker,ライブハウス受付,LIVEHOUSE接待处
speaker,ライブハウス店主,LIVEHOUSE店主
speaker,ライブハウス店長１,LIVEHOUSE店长1
speaker,ライブハウス店長２,LIVEHOUSE店长2
speaker,ラジオ,电台广播
speaker,ラジオDJ,电台DJ
speaker,ラジオMC,电台主持人
speaker,ラジオのスタッフ,电台工作人员
speaker,ラジオの声,电台广播的声音
speaker,ラジオの音,电台广播的声音
speaker,ラジオの音声,电台广播的语音
speaker,ラジオの音声（夏葉）,电台广播的语音（夏叶）
speaker,ラジオの音楽,电台广播的音乐
speaker,ラジオスタッフ,电台工作人员
speaker,ラジオディレクター,电台导演
speaker,ラジオパーソナリティ,电台主持人
speaker,ラジオパーソナリティー,电台主持人
speaker,ラジオ局スタッフ,广播电台工作人员
speaker,ラジオ局職員１,广播电台职员1
speaker,ラジオ局職员２,广播电台职员2
speaker,ラジオ番組,电台广播节目
speaker,ラジオ番組の構成作家,电台广播节目的编剧
speaker,ラジオ番組ディレクター,电台节目导演
speaker,リスナー,听众
speaker,リスナー１,听众1
speaker,リスナー２,听众2
speaker,リスナー３,听众3
speaker,リスナー４,听众4
speaker,リディア,莉迪亚
speaker,リビングの声,客厅传来的声音
speaker,リポーター,记者
speaker,リリア,莉莉娅
speaker,リリア＆マーレイ,莉莉娅＆玛蕾
speaker,リンゼ,“凛世”
speaker,リーダーの少女,领队的少女
speaker,ルカ,路加
speaker,ルカによる引用投稿,路加的引用投稿
speaker,ルカのSNS,路加的社交账号
speaker,ルカのSNS投稿,路加的社交账号投稿
speaker,ルカのファン,路加的粉丝
speaker,ルカのファンたち,路加的粉丝们
speaker,ルカのファン１,路加的粉丝1
speaker,ルカのファン２,路加的粉丝2
speaker,ルカのファン３,路加的粉丝3
speaker,ルカのメッセージ,路加的消息
speaker,ルカの元マネージャー,路加的前任经纪人
speaker,ルカの投稿,路加的投稿
speaker,ルカの母,路加的母亲
speaker,ルカの母親,路加的母亲
speaker,ルカの発言,路加的发言
speaker,ルカの過去のSNS投稿,路加过去的社交账号投稿
speaker,ルカ事務所スタッフ１,路加事务所工作人员1
speaker,ルカ事務所スタッフ２,路加事务所工作人员2
speaker,ルカ事務所スタッフ３,路加事务所工作人员3
speaker,ルカ事務所スタッフ４,路加事务所工作人员4
speaker,ルカ事務所スタッフ５,路加事务所工作人员5
speaker,ルカ事務所スタッフ６,路加事务所工作人员6
speaker,ルカ事務所スタッフ７,路加事务所工作人员7
speaker,ルカ事務所社長,路加事务所社长
speaker,ルカ＆羽那,路加＆羽那
speaker,ルクア,待查
speaker,ルビー,露比
speaker,ルビー＆MEMちょ,露比＆MEM啾
speaker,ルビー＆かな,露比＆加奈
speaker,ルビー＆プロデューサー,露比＆制作人
speaker,ルビー＆冬優子,露比＆冬优子
speaker,ルポライター,纪实作家
speaker,レコードのタイトル,唱片的标题
speaker,レコード会社ベテランD,唱片公司资深总监
speaker,レコード店スタッフ,唱片店工作人员
speaker,レコード関係者,唱片相关人员
speaker,レコード関係者１,唱片相关人员1
speaker,レコード関係者２,唱片相关人员2
speaker,レジスタッフ,收银台工作人员
speaker,レストランオーナー,餐厅老板
speaker,レッスン場スタッフ,授课场所工作人员
speaker,レッスン生,学员
speaker,レポート,报告
speaker,レース作家,赛事撰稿人
speaker,ロアくん,罗亚君
speaker,ロッジの管理人,旅馆的管理员
speaker,ロングヘアのアイドル,长发偶像
speaker,ロングヘアの女性,长发女性
speaker,一同,众人
speaker,一年生たち,一年级学生们
speaker,一年生１,一年级学生1
speaker,一年生２,一年级学生2
speaker,七草弁護士,七草律师
speaker,三つ編みのアイドル,梳麻花辫的偶像
speaker,三女,三女儿
speaker,上司,上司
speaker,上級生,高年级学生
speaker,下校する生徒,放学的学生
speaker,下級生１,低年级学生1
speaker,下級生２,低年级学生2
speaker,不動産店スタッフ,房产销售
speaker,不動産担当,房产负责人
speaker,不安そうなアイドル,看起来不安的偶像
speaker,不審な男,可疑的男人
speaker,世界史教師,世界史教师
speaker,世界史教諭,世界史教师
speaker,中古CDショップの客,二手CD店的顾客
speaker,中古CDショップ店員,二手CD店店员
speaker,中堅アイドルグループ,中流偶像团体
speaker,中学生,中学生
speaker,中学生くらいの少女,大约中学生年纪的少女
speaker,中学生モデル,中学生模特
speaker,中学生１,中学生1
speaker,中学生２,中学生2
speaker,中年の男性,中年男性
speaker,中年女性,中年女性
speaker,中継スタッフ,转播工作人员
speaker,串焼きの屋台の店主,烤串摊的摊主
speaker,主人公,主人公
speaker,主人公のナレーション,主人公的旁白
speaker,主催者,主办者
speaker,主治医,主治医生
speaker,主演,主演
speaker,主演のアイドル,主演的偶像
speaker,主演俳優,主演演员
speaker,乗務員一同,乘务员们
speaker,乗客,乘客
speaker,乗客の女性１,乘客中的女性1
speaker,乗客の女性２,乘客中的女性2
speaker,乗客１,乘客1
speaker,乗客２,乘客2
speaker,亀,乌龟
speaker,予定表,日程表
speaker,事務局スタッフ,事务局工作人员
speaker,事務所社長,事务所社长
speaker,事務長,事务长
speaker,事業部長,事业部部长
speaker,二つ結びのアイドル,扎双马尾的偶像
speaker,五女,五女儿
speaker,五女＆三女,五女儿＆三女儿
speaker,人気モデル,人气模特
speaker,人気者のクラスメイト,受欢迎的同班同学
speaker,仔馬,小马驹
speaker,仕事仲間,工作伙伴
speaker,仕切り役のスタッフ,起主导作用的工作人员
speaker,他事務所のアイドル,其他事务所的偶像
speaker,他事務所の知人,其他事务所的熟人
speaker,他事務所の面接官,其他事务所的面试官
speaker,他店１店員,其他店的店员1
speaker,他店２店員,其他店的店员2
speaker,付き人,随从
speaker,代官,代官
speaker,代理店ディレクター,代理店总监
speaker,代理店営業,代理店营业人员
speaker,代理店担当者,代理店负责人
speaker,仲間,伙伴
speaker,件名,邮件主题
speaker,企業の広報担当,企业的宣传负责人
speaker,企業公式の投稿,企业官方的投稿
speaker,企業担当,企业负责人
speaker,企業担当者メール,企业负责人的邮件
speaker,企業社長,企业社长
speaker,企業職員,企业职员
speaker,企画ディレクター,策划导演
speaker,企画担当,策划负责人
speaker,企画担当者,策划负责人
speaker,企画書,策划书
speaker,企画資料,策划资料
speaker,会場,会场
speaker,会場のアイドルたち,会场的偶像们
speaker,会場のポスター,会场的海报
speaker,会場スタッフ,会场工作人员
speaker,会場スタッフ１,会场工作人员1
speaker,会場スタッフ２,会场工作人员2
speaker,会社員,公司职员
speaker,会議進行役,会议主持人
speaker,会長の妻,会长的妻子
speaker,住民１,居民1
speaker,住民２,居民2
speaker,住民３,居民3
speaker,体育教師,体育教师
speaker,体育祭のアナウンス,体育节的广播
speaker,体育祭アナウンス,体育节广播
speaker,体育祭実行委員,体育节执行委员
speaker,作業員,作业人员
speaker,依頼状の文言,委托书的文字内容
speaker,係員,工作人员
speaker,保育士,幼儿园老师
speaker,信重役の俳優,信重的扮演者
speaker,信重役の役者,信重的扮演者 
speaker,修学旅行生A,修学旅行生A
speaker,修学旅行生B,修学旅行生B
speaker,修学旅行生たち,修学旅行的学生们
speaker,修学旅行生１,修学旅行生1
speaker,修学旅行生２,修学旅行生2
speaker,修学旅行生３,修学旅行生3
speaker,俳優一同,演员们
speaker,俳優１,演员1
speaker,俳優２,演员2
speaker,偉い人,大人物
speaker,優しそうなアイドル,很温柔的偶像
speaker,元事務所のタレント,原事务所的艺人
speaker,元事務所仲間,原事务所的伙伴
speaker,元同級生,以前的同班同学
speaker,元気な声,有活力的声音
speaker,兄,哥哥
speaker,先導スタッフ,引导工作人员
speaker,先方の担当者,对方的负责人
speaker,先日のスタッフ,前些日子的工作人员
speaker,先生,老师
speaker,先生＆生徒たち,老师＆学生们
speaker,先輩,前辈
speaker,先輩アイドル,前辈偶像
speaker,先輩店員,前辈店员
speaker,兎面の少女,戴兔子面具的少女
speaker,兎面の少女たち,戴兔子面具的少女们
speaker,兎面の少女２,戴兔子面具的少女2
speaker,児童クラブの先生,儿童俱乐部的老师
speaker,入り口の看板,入口处的招牌
speaker,八尾のにいに,在八尾的阿哥
speaker,八雲なみ,八云浪美
speaker,公園の子どもたち,公园里的孩子们
speaker,公開録音MC1,公开录音主持人1
speaker,公開録音MC2,公开录音主持人2
speaker,共演したアイドル,共同出演的偶像
speaker,共演者,共同出演者
speaker,共演者たち,共同出演者们
speaker,共演者?スタッフたち,共同出演者?工作人员们
speaker,共演者１,共同出演者1
speaker,共演者２,共同出演者2
speaker,共演者３,共同出演者3
speaker,内科医,内科医生
speaker,円香,圆香
speaker,円香の母,圆香的母亲
speaker,円香の父,圆香的父亲
speaker,円香＆プロデューサー,圆香＆制作人
speaker,円香＆ラジオMC,圆香＆电台主持人
speaker,円香＆ルカ,圆香＆路加
speaker,円香＆小糸,圆香＆小丝
speaker,円香＆小糸＆雛菜,圆香＆小丝＆雏菜
speaker,円香＆雛菜,圆香＆雏菜
speaker,写真シールの音声,写真贴纸的语音
speaker,写真家,摄影师
speaker,写真店スタッフ,照相馆工作人员
speaker,写真館の主人,照相馆的老板
speaker,冬優子,冬优子
speaker,冬優子の友人１,冬优子的朋友1
speaker,冬優子の友人２,冬优子的朋友2
speaker,冬優子の友人３,冬优子的朋友3
speaker,冬優子の母,冬优子的母亲
speaker,冬優子＆あさひ,冬优子＆朝日
speaker,冬優子＆トレーナー,冬优子＆训练师
speaker,冬優子＆プロデューサー,冬优子＆制作人
speaker,冬優子＆中学生,冬优子＆中学生
speaker,冬優子＆主人公,冬优子＆主人公
speaker,冬優子＆同級生１＆２,冬优子＆同班同学1＆2
speaker,冬優子＆同級生２,冬优子＆同班同学2
speaker,冬優子＆愛依,冬优子＆爱依
speaker,冬優子＆翼,冬优子＆翼
speaker,凛世,凛世
speaker,凛世のいとこたち,凛世的堂表兄弟姐妹们
speaker,凛世のいとこ１,凛世的堂表兄弟姐妹1
speaker,凛世のいとこ２,凛世的堂表兄弟姐妹2
speaker,凛世のいとこ３,凛世的堂表兄弟姐妹3
speaker,凛世のいとこ４,凛世的堂表兄弟姐妹4
speaker,凛世のおばさま,凛世的伯母
speaker,凛世の友人たち,凛世的朋友们
speaker,凛世の姉,凛世的姐姐
speaker,凛世の母,凛世的母亲
speaker,凛世の父,凛世的父亲
speaker,凛世の父＆凛世の母,凛世的父亲＆凛世的母亲
speaker,凛世＆ダンストレーナー,凛世＆舞蹈教练
speaker,凛世＆プロデューサー,凛世＆制作人
speaker,凛世＆主人公,凛世＆主人公
speaker,凛世＆夏葉,凛世＆夏叶
speaker,凛世＆小糸,凛世＆小丝
speaker,凛世＆愛依,凛世＆爱依
speaker,凛世＆甘奈,凛世＆甘奈
speaker,凛世＆番組ディレクター,凛世＆节目导演
speaker,凛世＆透＆小糸,凛世＆透＆小丝
speaker,凛世＆高校生たち,凛世＆高中生们
speaker,出場者一同,参赛者们
speaker,出席者１,出席者1
speaker,出席者２,出席者2
speaker,出席者３,出席者3
speaker,出演者,出演者
speaker,出演者たち,出演者们
speaker,出演者ら一同,出演者们一起
speaker,出演者一同,出演者们
speaker,出演者１,出演者1
speaker,出演者２,出演者2
speaker,出演者Ａ,出演者A
speaker,出演者Ｂ,出演者B
speaker,出版社のスタッフ,出版社工作人员
speaker,出版社社員,出版社职员
speaker,刑事,刑警
speaker,別の教師,别的老师
speaker,別クラス担任,别的班级班主任
speaker,別事務所のマネージャー,别的事务所的经纪人
speaker,制作アシスタント,制作助理
speaker,制作スタッフ,制作工作人员
speaker,制作スタッフ１,制作工作人员1
speaker,制作スタッフ２,制作工作人员2
speaker,制作プロデューサー,制作制作人
speaker,制作会社スタッフ,制作公司工作人员
speaker,制作会社ディレクター,制作公司导演
speaker,制作会社社員,制作公司职员
speaker,副会長,副会长
speaker,副部長,副部长
speaker,劇場売店の女性店員,剧场小卖部的女店员
speaker,劇場男性スタッフ,剧场男性工作人员
speaker,助手,助手
speaker,助手の声,助手的声音
speaker,助監督,副导演
speaker,動画,视频
speaker,動画の声,视频的声音
speaker,動画の音声,视频的语音
speaker,動画サイト,视频网站
speaker,動画配信者,视频发布者
speaker,医務担当,医务负责人
speaker,医師,医生
speaker,医者,医生
speaker,医院の人,医院里的人
speaker,千雪,千雪
speaker,千雪＆甘奈,千雪＆甘奈
speaker,千雪の母,千雪的母亲
speaker,千雪＆プロデューサー,千雪＆制作人
speaker,千雪＆ルカ,千雪＆路加
speaker,千雪＆主人公,千雪＆主人公
speaker,千雪＆円香,千雪＆圆香
speaker,千雪＆同心,千雪＆差役
speaker,千雪＆番組MC,千雪＆节目主持人
speaker,千雪＆美琴,千雪＆美琴
speaker,千雪（善）,千雪（善）
speaker,千雪（悪）,千雪（恶）
speaker,半ズボンの男の子,穿短裤的男孩子
speaker,卓上のメモ,桌上的便签
speaker,占いサイト,占卜网站
speaker,占術家,占卜师
speaker,原稿,草稿
speaker,厨房長,厨房长
speaker,参加者たち,参与者们
speaker,参加者ら,参与者们
speaker,友人,朋友
speaker,友人たち,朋友们
speaker,友人１,朋友1
speaker,友人２,朋友2
speaker,友人３,朋友3
speaker,友達の父,朋友的父亲
speaker,叔母,伯母
speaker,取引先のカメラマン,合作方的摄影师
speaker,取引先のスタッフ,合作方的工作人员
speaker,取引先の担当,合作方的负责人
speaker,取引先の社員,合作方的职员
speaker,取引先の社長,合作方的社长
speaker,取引先の部長,合作方的部长
speaker,取引先スタッフ,合作方工作人员
speaker,取引先社長,合作方社长
speaker,取引相手,交易对象
speaker,取材スタッフ,采访工作人员
speaker,受付スタッフ,接待工作人员
speaker,受付担当者,接待负责人
speaker,受講生たち,听课学生们
speaker,受講生１,听课学生1
speaker,受講生２,听课学生2
speaker,受験者たち,考生们
speaker,古文教師,古文教师
speaker,司会,主持人
speaker,司会と子どもたち,主持人＆孩子们
speaker,司会の声,主持人的声音
speaker,司会役の生徒,担任主持人的学生
speaker,司会者,主持人
speaker,司会者の声,主持人的声音
speaker,司会進行,主持进行
speaker,合格通知書,合格通知书
speaker,同僚,同事
speaker,同僚らしき女性,像同事的女性
speaker,同僚マネージャー,同事经纪人
speaker,同心,差役
speaker,同級生,同班同学
speaker,同級生の男子,同班的男生
speaker,同級生１,同班同学1
speaker,同級生１＆２,同班同学1＆2
speaker,同級生２,同班同学2
speaker,同級生３,同班同学3
speaker,吹奏楽部の女子たち,吹奏乐部的女生们
speaker,吹奏楽部の女子１,吹奏乐部的女生1
speaker,吹奏楽部の女子２,吹奏楽部的女生2
speaker,呉服店専務,和服店专务
speaker,呉服店店員,和服店店员 
speaker,周囲の人々,周围的人们
speaker,周囲の参加者,周围的参与者
speaker,周囲の女の子たち,周围的女孩子们
speaker,呼び込みの店員,招揽顾客的店员
speaker,和菓子職人,日式点心师傅
speaker,咲耶,咲耶
speaker,咲耶のファン,咲耶的粉丝
speaker,咲耶のファン１,咲耶的粉丝1
speaker,咲耶のファン２,咲耶的粉丝2
speaker,咲耶の友達,咲耶的朋友
speaker,咲耶の友達１,咲耶的朋友1
speaker,咲耶の友達２,咲耶的朋友2
speaker,咲耶の後輩,咲耶的后辈
speaker,咲耶の父,咲耶的父亲
speaker,咲耶の祖母,咲耶的祖母
speaker,咲耶の祖父,咲耶的祖父
speaker,咲耶＆プロデューサー,咲耶＆制作人
speaker,咲耶＆主人公,咲耶＆主人公
speaker,咲耶＆凛世,咲耶＆凛世
speaker,咲耶＆凛世＆小糸,咲耶＆凛世＆小丝
speaker,咲耶＆凛世＆透,咲耶＆凛世＆透
speaker,咲耶＆摩美々,咲耶＆摩美美
speaker,咲耶＆樹里＆冬優子,咲耶＆树里＆冬优子
speaker,咲耶＆結華,咲耶＆结华
speaker,咲耶＆結華＆霧子,咲耶＆结华＆雾子
speaker,咲耶＆透,咲耶＆透
speaker,咲耶＆霧子,咲耶＆雾子
speaker,商品のシールの文字,商品贴纸的文字
speaker,商売敵,商业竞争对手
speaker,商店街のおばさん,商业街的阿姨
speaker,商店街の会長,商业街的会长
speaker,善村,善村
speaker,善村とプロデューサー,善村和制作人
speaker,善村記者,善村记者
speaker,営業,营业
speaker,営業部スタッフ,营业部工作人员
speaker,四女,四女儿
speaker,困っている女性,陷入困境的女性
speaker,図工の先生,美术手工课的老师
speaker,図書館スタッフ,图书馆工作人员
speaker,図書館司書,图书馆馆员
speaker,園内放送,园内广播
speaker,園田家,园田家
speaker,土産物店店主,特产店店主
speaker,地の文,描写
speaker,地元のドライバー,当地的司机
speaker,執事,管家
speaker,場内アナウンス,场内广播
speaker,塾の生徒１,补习班的学生1
speaker,塾の生徒２,补习班的学生2
speaker,塾の講師,补习班的讲师
speaker,塾講師,补习班讲师
speaker,壁向こうのマネージャー,墙对面的经纪人
speaker,壁越しの声,隔着墙传来的声音
speaker,声１,声音1
speaker,声１０,声音10
speaker,声２,声音2
speaker,声３,声音3
speaker,声４,声音4
speaker,声５,声音5
speaker,声６,声音6
speaker,声７,声音7
speaker,声８,声音8
speaker,声９,声音9
speaker,売り出し中のタレント,正在崭露头角的艺人
speaker,売り子,售货员
speaker,売店の店員,小卖部的店员
speaker,夏祭のスタッフ１,夏祭的工作人员1
speaker,夏祭のスタッフ２,夏祭的工作人员2
speaker,夏祭のスタッフ３,夏祭的工作人员3
speaker,夏祭のスタッフ４,夏祭的工作人员4
speaker,夏祭の客１,夏祭的客人1
speaker,夏祭の客２,夏祭的客人2
speaker,夏祭の客３,夏祭的客人3
speaker,夏祭の客４,夏祭的客人4
speaker,夏祭の客５,夏祭的客人5
speaker,夏祭の客６,夏祭的客人6
speaker,夏葉,夏叶
speaker,夏葉のチェイン,夏叶的CHAIN
speaker,夏葉のファン,夏叶的粉丝
speaker,夏葉のファンたち,夏叶的粉丝们
speaker,夏葉の兄,夏叶的哥哥
speaker,夏葉の友人,夏叶的朋友
speaker,夏葉の母,夏叶的母亲
speaker,夏葉の父,夏叶的父亲
speaker,夏葉＆プロデューサー,夏叶＆制作人
speaker,夏葉＆主人公,夏叶＆主人公
speaker,夏葉＆冬優子,夏叶＆冬优子
speaker,夏葉＆千雪,夏叶＆千雪
speaker,夏葉＆愛依＆小糸,夏叶＆爱依＆小丝
speaker,夏葉＆甘奈,夏叶＆甘奈
speaker,多人数の息,多数人的气息
speaker,夢追いガール,追梦女孩
speaker,大人しいクラスメイト,文静的同班同学
speaker,大人しそうなアイドル,文静的偶像
speaker,大学の友人,大学的朋友
speaker,大学生１,大学生1
speaker,大学生２,大学生2
speaker,大学生３,大学生3
speaker,大学講師,大学讲师
speaker,大崎家の母,大崎家的母亲
speaker,大崎家の母＆父,大崎家的母亲＆父亲
speaker,大崎家の父,大崎家的父亲
speaker,大御所芸人,大牌艺人
speaker,大歓声,欢呼声
speaker,大泥棒,大盗贼
speaker,大食いタレント,大胃王艺人
speaker,天の声,天之声
speaker,天井,天井
speaker,天使,天使
speaker,天文台スタッフ,天文台工作人员
speaker,天気予報,天气预报
speaker,央路,央路
speaker,央路のSNS,央路的社交账号
speaker,央路のファン１,央路的粉丝1
speaker,央路のファン２,央路的粉丝2
speaker,央路のマネージャー,央路的经纪人
speaker,奇声,奇怪的声音
speaker,契約書の文言,合同的文字内容
speaker,女,女人
speaker,女の子,女孩子
speaker,女の子のマネージャー,女孩子的经纪人
speaker,女の子の母親,女孩子的母亲
speaker,女の子の父親,女孩子的父亲
speaker,女優の投稿,女演员的投稿
speaker,女子,女子
speaker,女子生徒,女学生
speaker,女子生徒A,女学生A
speaker,女子生徒B,女学生B
speaker,女子生徒C,女学生C
speaker,女子生徒D,女学生D
speaker,女子生徒の友達１,女学生的朋友1
speaker,女子生徒の友達２,女学生的朋友2
speaker,女子生徒＆男子生徒,女学生＆男学生
speaker,女子生徒１,女学生1
speaker,女子生徒２,女学生2
speaker,女子生徒３,女学生3
speaker,女子高生,女高中生
speaker,女子高生A,女高中生A
speaker,女子高生B,女高中生B
speaker,女子高生モデル,女高中生模特
speaker,女子高生１,女高中生1
speaker,女子高生２,女高中生2
speaker,女子高生３,女高中生3
speaker,女子高生４,女高中生4
speaker,女将,老板娘
speaker,女性,女性
speaker,女性の乗客,女性乘客
speaker,女性の先輩,女性前辈
speaker,女性の声,女性的声音
speaker,女性の彼氏,女性的男朋友
speaker,女性の観客,女性观众
speaker,女性アナウンサー,女性播音员
speaker,女性スタッフ,女性工作人员
speaker,女性スタッフ１,女性工作人员1
speaker,女性スタッフ２,女性工作人员2
speaker,女性タレント,女性艺人
speaker,女性ファン,女性粉丝
speaker,女性ファン２,女性粉丝2
speaker,女性会社員,女性公司职员
speaker,女性客,女性客人
speaker,女性編集者,女性编辑
speaker,女性１,女性1
speaker,女性２,女性2
speaker,女性３,女性3
speaker,女生徒,女学生
speaker,女生徒A,女学生A
speaker,女生徒B,女学生B
speaker,妹,妹妹
