eventId,key,value,trans
200800601,eventTitle,寒い日,寒冷的日子
200800602,cardName,【白・白・白・祈】幽谷霧子,【白·白·白·祈】幽谷雾子
200800602,eventTitle,エビさん,虾先生
200800611,cardName,【白・白・白・祈】幽谷霧子,【白·白·白·祈】幽谷雾子
200800611,eventTitle,そこにいますか、雪,你在那里吗、雪
200800701,cardName,【夕・音・鳴・鳴】幽谷霧子,【夕·音·鸣·鸣】幽谷雾子
200800701,eventTitle,われたよ,裂开了
200800702,cardName,【夕・音・鳴・鳴】幽谷霧子,【夕·音·鸣·鸣】幽谷雾子
200800702,eventTitle,しろいとこどこだ,白色的地方在哪里
200800703,cardName,【夕・音・鳴・鳴】幽谷霧子,【夕·音·鸣·鸣】幽谷雾子
200800703,eventTitle,クジラさんとメダカさん,鲸鱼先生和鳉鱼小姐
200800704,cardName,【夕・音・鳴・鳴】幽谷霧子,【夕·音·鸣·鸣】幽谷雾子
200800704,eventTitle,まちぼうけ,空等
200800711,cardName,【夕・音・鳴・鳴】幽谷霧子,【夕·音·鸣·鸣】幽谷雾子
200800711,eventTitle,でんごん,传言
200800801,cardName,【天・天・白・布】幽谷霧子,【天·天·白·布】幽谷雾子
200800801,eventTitle,おひさまと布,太阳和布
200800811,cardName,【天・天・白・布】幽谷霧子,【天·天·白·布】幽谷雾子
200800811,eventTitle,帰りましょう,我们回去吧
200800901,cardName,【菜・菜・輪・舞】幽谷霧子,【菜·菜·轮·舞】幽谷雾子
200800901,eventTitle,夜がいっぱい,夜晚满满
200800902,cardName,【菜・菜・輪・舞】幽谷霧子,【菜·菜·轮·舞】幽谷雾子
200800902,eventTitle,日曜日の,星期天的
200800903,cardName,【菜・菜・輪・舞】幽谷霧子,【菜·菜·轮·舞】幽谷雾子
200800903,eventTitle,音がします,有声音
200800904,cardName,【菜・菜・輪・舞】幽谷霧子,【菜·菜·轮·舞】幽谷雾子
200800904,eventTitle,坂道,坡道
200800911,cardName,【菜・菜・輪・舞】幽谷霧子,【菜·菜·轮·舞】幽谷雾子
200800911,eventTitle,銀の包み紙,银色包装纸
200801001,cardName,【鱗・鱗・謹・賀】幽谷霧子,【鳞·鳞·谨·贺】幽谷雾子
200801001,eventTitle,いこうね,走吧
200801002,cardName,【鱗・鱗・謹・賀】幽谷霧子,【鳞·鳞·谨·贺】幽谷雾子
200801002,eventTitle,すごろく,双六
200801003,cardName,【鱗・鱗・謹・賀】幽谷霧子,【鳞·鳞·谨·贺】幽谷雾子
200801003,eventTitle,はじめましょう,开始吧
200801004,cardName,【鱗・鱗・謹・賀】幽谷霧子,【鳞·鳞·谨·贺】幽谷雾子
200801004,eventTitle,なかみ,里面
200801011,cardName,【鱗・鱗・謹・賀】幽谷霧子,【鳞·鳞·谨·贺】幽谷雾子
200801011,eventTitle,家族写真,家族照片
200801101,cardName,【琴・禽・空・華】幽谷霧子,【琴·禽·空·华】幽谷雾子
200801101,eventTitle,fuku ju so,福寿草
200801102,cardName,【琴・禽・空・華】幽谷霧子,【琴·禽·空·华】幽谷雾子
200801102,eventTitle,yu hi,夕日
200801103,cardName,【琴・禽・空・華】幽谷霧子,【琴·禽·空·华】幽谷雾子
200801103,eventTitle,o t o,音
200801104,cardName,【琴・禽・空・華】幽谷霧子,【琴·禽·空·华】幽谷雾子
200801104,eventTitle,ha ka,墓
200801111,cardName,【琴・禽・空・華】幽谷霧子,【琴·禽·空·华】幽谷雾子
200801111,eventTitle,日,日
200801201,cardName,【雨・雨・電・電】幽谷霧子,【雨·雨·电·电】幽谷雾子
200801201,eventTitle,100円ことん,100日元咚
200801211,cardName,【雨・雨・電・電】幽谷霧子,【雨·雨·电·电】幽谷雾子
200801211,eventTitle,だいやる,代币
200801301,cardName,【かぜかんむりのこどもたち】幽谷霧子,【风冠的孩子们】幽谷雾子
200801301,eventTitle,風よ風,风啊风
200801302,cardName,【かぜかんむりのこどもたち】幽谷霧子,【风冠的孩子们】幽谷雾子
200801302,eventTitle,果てへの旅,前往尽头的旅行
200801303,cardName,【かぜかんむりのこどもたち】幽谷霧子,【风冠的孩子们】幽谷雾子
200801303,eventTitle,夜間飛行,夜间飞行
200801304,cardName,【かぜかんむりのこどもたち】幽谷霧子,【风冠的孩子们】幽谷雾子
200801304,eventTitle,訪い,到访
200801311,cardName,【かぜかんむりのこどもたち】幽谷霧子,【风冠的孩子们】幽谷雾子
200801311,eventTitle,き、れ、ぎれ,断、续、断续
200801401,cardName,【縷・縷・屡・来】幽谷霧子,【缕·缕·屡·来】幽谷雾子
200801401,eventTitle,る、る、る、く,る、る、る、く
200801402,cardName,【縷・縷・屡・来】幽谷霧子,【缕·缕·屡·来】幽谷雾子
200801402,eventTitle,くる,来
200801403,cardName,【縷・縷・屡・来】幽谷霧子,【缕·缕·屡·来】幽谷雾子
200801403,eventTitle,おぼえてる,记得
200801404,cardName,【縷・縷・屡・来】幽谷霧子,【缕·缕·屡·来】幽谷雾子
200801404,eventTitle,いる,在
200801411,cardName,【縷・縷・屡・来】幽谷霧子,【缕·缕·屡·来】幽谷雾子
200801411,eventTitle,ゆく,去
200801501,cardName,【空・風・明・鳴】幽谷霧子,【空·风·明·鸣】幽谷雾子
200801501,eventTitle,きたの、風,北方的、风
200801502,cardName,【空・風・明・鳴】幽谷霧子,【空·风·明·鸣】幽谷雾子
200801502,eventTitle,きてくれたから,因为你来了
200801503,cardName,【空・風・明・鳴】幽谷霧子,【空·风·明·鸣】幽谷雾子
200801503,eventTitle,は、しる,跑、了
200801504,cardName,【空・風・明・鳴】幽谷霧子,【空·风·明·鸣】幽谷雾子
200801504,eventTitle,聞こえたんだ,听见了哦
200801511,cardName,【空・風・明・鳴】幽谷霧子,【空·风·明·鸣】幽谷雾子
200801511,eventTitle,おうちにかえろう,回家吧
200801601,cardName,【窓・送・巡・歌】幽谷霧子,【窗·送·巡·歌】幽谷雾子
200801601,eventTitle,てん、てん,点、点
200801602,cardName,【窓・送・巡・歌】幽谷霧子,【窗·送·巡·歌】幽谷雾子
200801602,eventTitle,はし、る、ゆく,跑、了、去
200801603,cardName,【窓・送・巡・歌】幽谷霧子,【窗·送·巡·歌】幽谷雾子
200801603,eventTitle,しみいる,渗透
200801604,cardName,【窓・送・巡・歌】幽谷霧子,【窗·送·巡·歌】幽谷雾子
200801604,eventTitle,窓を開ける人,开窗的人
200801611,cardName,【窓・送・巡・歌】幽谷霧子,【窗·送·巡·歌】幽谷雾子
200801611,eventTitle,ちいさいさん,小小的人
200801701,cardName,【唯・唯・寧・詠】幽谷霧子,【唯·唯·宁·咏】幽谷雾子
200801701,eventTitle,とけ、ゆく,融、化
200801702,cardName,【唯・唯・寧・詠】幽谷霧子,【唯·唯·宁·咏】幽谷雾子
200801702,eventTitle,あらわれますか,会出现吗
200801711,cardName,【唯・唯・寧・詠】幽谷霧子,【唯·唯·宁·咏】幽谷雾子
200801711,eventTitle,みんな、どうか,大家、请
200801801,cardName,【白・架・祝・幻】幽谷霧子,【白·架·祝·幻】幽谷雾子
200801801,eventTitle,さきのこと,未来的事
200801802,cardName,【白・架・祝・幻】幽谷霧子,【白·架·祝·幻】幽谷雾子
200801802,eventTitle,とんとん　とんとん,咚咚　咚咚
200801803,cardName,【白・架・祝・幻】幽谷霧子,【白·架·祝·幻】幽谷雾子
200801803,eventTitle,お日さまとまいご,太阳和迷路的孩子
200801804,cardName,【白・架・祝・幻】幽谷霧子,【白·架·祝·幻】幽谷雾子
200801804,eventTitle,むすびめ,连结
200801811,cardName,【白・架・祝・幻】幽谷霧子,【白·架·祝·幻】幽谷雾子
200801811,eventTitle,ひびいていた、る,回响着、呢
200801901,cardName,【海へと還る街】幽谷霧子,待翻译
200801901,eventTitle,あの日君の見たもの,待翻译
200801902,cardName,【海へと還る街】幽谷霧子,待翻译
200801902,eventTitle,雨粒と灯り,待翻译
200801911,cardName,【海へと還る街】幽谷霧子,待翻译
200801911,eventTitle,手を振る君へ,待翻译
200900301,cardName,【マメ丸と一緒！】小宮果穂,【和豆丸一起！】小宫果穗
200900301,eventTitle,子犬みたいな女の子,像小狗一样的女孩子
200900302,cardName,【マメ丸と一緒！】小宮果穂,【和豆丸一起！】小宫果穗
200900302,eventTitle,小さな体に眠る熱,沉睡在小小身体中的热情
200900311,cardName,【マメ丸と一緒！】小宮果穂,【和豆丸一起！】小宫果穗
200900311,eventTitle,Dear my HERO,Dear my HERO
200900401,cardName,【第２形態アーマードタイプ】小宮果穂,【第2形态装甲型】小宫果穗
200900401,eventTitle,頼れる先生！,可靠的老师！
200900402,cardName,【第２形態アーマードタイプ】小宮果穂,【第2形态装甲型】小宫果穗
200900402,eventTitle,にぎやかごはん,热闹的饭
200900403,cardName,【第２形態アーマードタイプ】小宮果穂,【第2形态装甲型】小宫果穗
200900403,eventTitle,リコーダーガール,竖笛女孩
200900404,cardName,【第２形態アーマードタイプ】小宮果穂,【第2形态装甲型】小宫果穗
200900404,eventTitle,夕焼けクッキー,晚霞饼干
200900411,cardName,【第２形態アーマードタイプ】小宮果穂,【第2形态装甲型】小宫果穗
200900411,eventTitle,色とりどりの日々,色彩缤纷的每日
200900501,cardName,【デコって！ハッピークッキー】小宮果穂,【装饰吧！快乐饼干】小宫果穗
200900501,eventTitle,アツアツ♡クッキー,热乎乎♡饼干
200900511,cardName,【デコって！ハッピークッキー】小宮果穂,【装饰吧！快乐饼干】小宫果穗
200900511,eventTitle,きらきら☆金メダル,闪闪发亮☆金牌
200900601,cardName,【新装備・バブルバスター！】小宮果穂,【新装备·泡泡爆破者！】小宫果穗
200900601,eventTitle,びしょ濡れ！？事務所は水の中,湿透了！？事务所泡在水里
200900602,cardName,【新装備・バブルバスター！】小宮果穂,【新装备·泡泡爆破者！】小宫果穗
200900602,eventTitle,ぴかぴか！お掃除大作戦,亮晶晶！大扫除作战
200900603,cardName,【新装備・バブルバスター！】小宮果穂,【新装备·泡泡爆破者！】小宫果穗
200900603,eventTitle,完璧！頼れる武器はお仕事手帳,完美！可靠的武器是工作手册
200900604,cardName,【新装備・バブルバスター！】小宮果穂,【新装备·泡泡爆破者！】小宫果穗
200900604,eventTitle,声よ届け！勇気と元気が今ここに,声音传达吧！勇气与元气此刻在此
200900611,cardName,【新装備・バブルバスター！】小宮果穂,【新装备·泡泡爆破者！】小宫果穗
200900611,eventTitle,シャボン玉、空へ,肥皂泡、飞向天空
200900701,cardName,【潮騒のシーショア】小宮果穂,【潮骚的海滨】小宫果穗
200900701,eventTitle,君は誰かにとっての太陽,你是某个人的太阳
200900702,cardName,【潮騒のシーショア】小宮果穂,【潮骚的海滨】小宫果穗
200900702,eventTitle,ビーチグラスは食べれない！,海滩玻璃不能吃！
200900703,cardName,【潮騒のシーショア】小宮果穂,【潮骚的海滨】小宫果穗
200900703,eventTitle,それはあの日君と見た色,那是那天与你一起看到的颜色
200900704,cardName,【潮騒のシーショア】小宮果穂,【潮骚的海滨】小宫果穗
200900704,eventTitle,必聴！ヒミツのウラワザ３選,必听！秘密技巧3选
200900711,cardName,【潮騒のシーショア】小宮果穂,【潮骚的海滨】小宫果穗
200900711,eventTitle,この５連は君のまごころ,这五连是你的真心
200900801,cardName,【キャッチ・ザ・フォール！】小宮果穂,【Catch the Fall！】小宫果穗
200900801,eventTitle,判明！ふたりの相違点,判明！两人的不同点
200900802,cardName,【キャッチ・ザ・フォール！】小宮果穂,【Catch the Fall！】小宫果穗
200900802,eventTitle,マイトリック　ユアトリック,My Trick Your Trick
200900811,cardName,【キャッチ・ザ・フォール！】小宮果穂,【Catch the Fall！】小宫果穗
200900811,eventTitle,発見！ふたりの共通点,发现！两人的共同点
200900901,cardName,【窓辺・サイレントタイム】小宮果穂,【窗边·寂静时光】小宫果穗
200900901,eventTitle,ダイブトゥヒーローワールド！,潜入英雄世界！
200900911,cardName,【窓辺・サイレントタイム】小宮果穂,【窗边·寂静时光】小宫果穗
200900911,eventTitle,ミーツインドリーム,相遇在梦中
200901001,cardName,【エクストリーム・ブレイク！】小宮果穂,【Extreme Break！】小宫果穗
200901001,eventTitle,漆黒の中にあるもの,漆黑之中的东西
200901002,cardName,【エクストリーム・ブレイク！】小宮果穂,【Extreme Break！】小宫果穗
200901002,eventTitle,深紅が導く先にある答え,深红引导的前方的答案
200901003,cardName,【エクストリーム・ブレイク！】小宮果穂,【Extreme Break！】小宫果穗
200901003,eventTitle,純白を纏うあの子は微笑う,身披纯白的那个孩子微笑着
200901004,cardName,【エクストリーム・ブレイク！】小宮果穂,【Extreme Break！】小宫果穗
200901004,eventTitle,紺碧のペンは軽やかに綴る,绀碧的笔轻快地书写
200901011,cardName,【エクストリーム・ブレイク！】小宮果穂,【Extreme Break！】小宫果穗
200901011,eventTitle,極彩色の世界,极彩色的世界
200901101,cardName,【日刊ウィズ・ユー！】小宮果穂,【日刊With You！】小宫果穗
200901101,eventTitle,甘酒初体験！,甜酒初体验！
200901102,cardName,【日刊ウィズ・ユー！】小宮果穂,【日刊With You！】小宫果穗
200901102,eventTitle,誰も知らない暗号？,谁都不知道的暗号？
200901103,cardName,【日刊ウィズ・ユー！】小宮果穂,【日刊With You！】小宫果穗
200901103,eventTitle,こっそりマフィンのあるところ,偷偷藏着玛芬的地方
200901104,cardName,【日刊ウィズ・ユー！】小宮果穂,【日刊With You！】小宫果穗
200901104,eventTitle,空まで××センチ,距离天空××厘米
200901111,cardName,【日刊ウィズ・ユー！】小宮果穂,【日刊With You！】小宫果穗
200901111,eventTitle,マシュマロだけが知ってる,只有棉花糖知道
200901201,cardName,【フルスロットルエイジ！】小宮果穂,【Full Throttle Age！】小宫果穗
200901201,eventTitle,ふとした時に君に触れ,偶然间触碰到你
200901202,cardName,【フルスロットルエイジ！】小宮果穂,【Full Throttle Age！】小宫果穗
200901202,eventTitle,３、２、１で君を想い,3、2、1想着你
200901203,cardName,【フルスロットルエイジ！】小宮果穂,【Full Throttle Age！】小宫果穗
200901203,eventTitle,君の当然に含まれていて,包含在你的理所当然中
200901204,cardName,【フルスロットルエイジ！】小宮果穂,【Full Throttle Age！】小宫果穗
200901204,eventTitle,君と日々共に学び,与你每日共同学习
200901211,cardName,【フルスロットルエイジ！】小宮果穂,【Full Throttle Age！】小宫果穗
200901211,eventTitle,たわいないからこそ意味がある,正因为微不足道才有意义
200901301,cardName,【ソー・ディフィカルト！】小宮果穂,【So Difficult！】小宫果穗
200901301,eventTitle,ないしょの相談,秘密的商量
200901302,cardName,【ソー・ディフィカルト！】小宮果穂,【So Difficult！】小宫果穗
200901302,eventTitle,ないしょの時間,秘密的时间
200901311,cardName,【ソー・ディフィカルト！】小宮果穂,【So Difficult！】小宫果穗
200901311,eventTitle,いつでもいっしょ,永远在一起
200901401,cardName,【ギア・アップ！ゴー・オン！】小宮果穂,【Gear Up！Go On！】小宫果穗
200901401,eventTitle,その日はきっとくるよ,那一天一定会来
200901402,cardName,【ギア・アップ！ゴー・オン！】小宮果穂,【Gear Up！Go On！】小宫果穗
200901402,eventTitle,もうちょっとだけ、このままで,再一会儿就好、保持这样
200901403,cardName,【ギア・アップ！ゴー・オン！】小宮果穂,【Gear Up！Go On！】小宫果穗
200901403,eventTitle,その日はすぐにくるよ,那一天马上就来
200901404,cardName,【ギア・アップ！ゴー・オン！】小宮果穂,【Gear Up！Go On！】小宫果穗
200901404,eventTitle,もうちょっとだけ、これからも,再一会儿就好、从今以后也是
200901411,cardName,【ギア・アップ！ゴー・オン！】小宮果穂,【Gear Up！Go On！】小宫果穗
200901411,eventTitle,電池が切れたらおやすみ,电池耗尽就晚安
200901501,cardName,【スノードーム・シンドローム】小宮果穂,【雪球症候群】小宫果穗
200901501,eventTitle,落ちないよごれ！,不会掉哦污渍！
200901502,cardName,【スノードーム・シンドローム】小宮果穂,【雪球症候群】小宫果穗
200901502,eventTitle,落ちないよ、これ,不会掉哦、这个
200901503,cardName,【スノードーム・シンドローム】小宮果穂,【雪球症候群】小宫果穗
200901503,eventTitle,ホットミルク・ステップ,热牛奶步骤
200901504,cardName,【スノードーム・シンドローム】小宮果穂,【雪球症候群】小宫果穗
200901504,eventTitle,ここ,这里
200901511,cardName,【スノードーム・シンドローム】小宮果穂,【雪球症候群】小宫果穗
200901511,eventTitle,おてんばシルエット,活泼少女的剪影
200901601,cardName,【両手に兄！】小宮果穂,【双手有兄！】小宫果穗
200901601,eventTitle,今日の兄弟はテンションが高い,今天的兄弟情绪高涨
200901602,cardName,【両手に兄！】小宮果穂,【双手有兄！】小宫果穗
200901602,eventTitle,今日はみんなテンションが高い,今天大家情绪都高涨
200901603,cardName,【両手に兄！】小宮果穂,【双手有兄！】小宫果穗
200901603,eventTitle,兄なので！,因为是哥哥！
200901604,cardName,【両手に兄！】小宮果穂,【双手有兄！】小宫果穗
200901604,eventTitle,兄　　へ,致哥哥
200901611,cardName,【両手に兄！】小宮果穂,【双手有兄！】小宫果穗
200901611,eventTitle,兄でもあるので……？,因为也是哥哥……？
200901701,cardName,【カラーズキャッチ！】小宮果穂,【Colors Catch！】小宫果穗
200901701,eventTitle,盾to矛,盾to矛
200901702,cardName,【カラーズキャッチ！】小宮果穂,【Colors Catch！】小宫果穗
200901702,eventTitle,空to空,空to空
200901711,cardName,【カラーズキャッチ！】小宮果穂,【Colors Catch！】小宫果穗
200901711,eventTitle,色色色,各种颜色
200901801,cardName,【きみだけ！】小宮果穂,【只为你！】小宫果穗
200901801,eventTitle,すべてのはじまり,一切的开始
200901802,cardName,【きみだけ！】小宮果穂,【只为你！】小宫果穗
200901802,eventTitle,嵐の前のなんとやら,暴风雨前的什么来着
200901803,cardName,【きみだけ！】小宮果穂,【只为你！】小宫果穗
200901803,eventTitle,対策本部はここです,对策本部在这里
200901804,cardName,【きみだけ！】小宮果穂,【只为你！】小宫果穗
200901804,eventTitle,ハッピーエンドだけ見据えて,只着眼于Happy End
200901811,cardName,【きみだけ！】小宮果穂,【只为你！】小宫果穗
200901811,eventTitle,to be continued,待续
200901901,cardName,【ななひゃくさんじゅう　えん】小宮果穂,【七百三十圆】小宫果穗
200901901,eventTitle,63072000,63072000
200901902,cardName,【ななひゃくさんじゅう　えん】小宮果穂,【七百三十圆】小宫果穗
200901902,eventTitle,小学生だった　中学生になった,曾是小学生　成了中学生
200901911,cardName,【ななひゃくさんじゅう　えん】小宮果穂,【七百三十圆】小宫果穗
200901911,eventTitle,エンドロールの後には,在片尾滚动之后
200902001,cardName,【アイドルじゃなくなったら】小宮果穂,待翻译
200902001,eventTitle,ふたりはアイドル,待翻译
200902002,cardName,【アイドルじゃなくなったら】小宮果穂,待翻译
200902002,eventTitle,＿＿＿＿ブルー,待翻译
200902003,cardName,【アイドルじゃなくなったら】小宮果穂,待翻译
200902003,eventTitle,病める時も健やかなる時も,待翻译
200902004,cardName,【アイドルじゃなくなったら】小宮果穂,待翻译
200902004,eventTitle,横に並んでくれる人,待翻译
200902011,cardName,【アイドルじゃなくなったら】小宮果穂,待翻译
200902011,eventTitle,明るいほうへいらっしゃい,待翻译
201000301,cardName,【純真チョコレート】園田智代子,【纯真巧克力】园田智代子
201000301,eventTitle,デリシャス♡ホリデイ,美味♡假日
201000302,cardName,【純真チョコレート】園田智代子,【纯真巧克力】园田智代子
201000302,eventTitle,リトル♡フォルテシモ,小小♡强音
201000311,cardName,【純真チョコレート】園田智代子,【纯真巧克力】园田智代子
201000311,eventTitle,ハッピー♡チョコレート,快乐♡巧克力
201000401,cardName,【ちょこ色×きらきらロマン】園田智代子,【巧克力色×闪闪发亮浪漫】园田智代子
201000401,eventTitle,階段・段差・縮まる差,阶梯·段差·缩短的差距
201000402,cardName,【ちょこ色×きらきらロマン】園田智代子,【巧克力色×闪闪发亮浪漫】园田智代子
201000402,eventTitle,手袋つないで,牵着手套
201000403,cardName,【ちょこ色×きらきらロマン】園田智代子,【巧克力色×闪闪发亮浪漫】园田智代子
201000403,eventTitle,ふくれたほっぺは甘さの証,鼓起的脸颊是甜度的证明
201000404,cardName,【ちょこ色×きらきらロマン】園田智代子,【巧克力色×闪闪发亮浪漫】园田智代子
201000404,eventTitle,走れ、届け、どうか　どうか,奔跑吧、送达吧、拜托了　拜托了
201000411,cardName,【ちょこ色×きらきらロマン】園田智代子,【巧克力色×闪闪发亮浪漫】园田智代子
201000411,eventTitle,一歩分だけ待っていて,请只等我一步的时间
201000501,cardName,【よろしく♡めしませっ】園田智代子,【请多关照♡招待】园田智代子
201000501,eventTitle,おすそ分けの理由は,分享的理由是
201000511,cardName,【よろしく♡めしませっ】園田智代子,【请多关照♡招待】园田智代子
201000511,eventTitle,★に誓って！,向★发誓！
201000601,cardName,【あそ→と♡ちよこれいと】園田智代子,【拼→盘♡巧克力】园田智代子
201000601,eventTitle,＃スイートシガレット,#Sweet Cigarette
201000602,cardName,【あそ→と♡ちよこれいと】園田智代子,【拼→盘♡巧克力】园田智代子
201000602,eventTitle,＃ザッハートルテ,#Sachertorte
201000603,cardName,【あそ→と♡ちよこれいと】園田智代子,【拼→盘♡巧克力】园田智代子
201000603,eventTitle,＃ボンボン・ショコラ,#Bonbon Chocolat
201000604,cardName,【あそ→と♡ちよこれいと】園田智代子,【拼→盘♡巧克力】园田智代子
201000604,eventTitle,＃ホットチョコレート,#Hot Chocolate
201000611,cardName,【あそ→と♡ちよこれいと】園田智代子,【拼→盘♡巧克力】园田智代子
201000611,eventTitle,ち・よ・こ・れ・い・と,巧·克·力
201000701,cardName,【かきまぜたら＊ミルク】園田智代子,【搅拌后＊牛奶】园田智代子
201000701,eventTitle,夢と憧れを追いかけていた,追逐着梦想与憧憬
201000702,cardName,【かきまぜたら＊ミルク】園田智代子,【搅拌后＊牛奶】园田智代子
201000702,eventTitle,バイバイ、そしてはじめまして,再见、然后初次见面
201000703,cardName,【かきまぜたら＊ミルク】園田智代子,【搅拌后＊牛奶】园田智代子
201000703,eventTitle,大好きなクライマックスへ,向着最喜爱的高潮
201000704,cardName,【かきまぜたら＊ミルク】園田智代子,【搅拌后＊牛奶】园田智代子
201000704,eventTitle,ここから、『私』のアイドル,从这里开始、『我』的偶像
201000711,cardName,【かきまぜたら＊ミルク】園田智代子,【搅拌后＊牛奶】园田智代子
201000711,eventTitle,Treat and Treat ♡,款待与款待 ♡
201000801,cardName,【錯覚・Darling】園田智代子,【错觉·Darling】园田智代子
201000801,eventTitle,もしも・classmate,如果·同班同学
201000802,cardName,【錯覚・Darling】園田智代子,【错觉·Darling】园田智代子
201000802,eventTitle,まさに・friend,正是·朋友
201000811,cardName,【錯覚・Darling】園田智代子,【错觉·Darling】园田智代子
201000811,eventTitle,いつだって・partner,无论何时·搭档
201000901,cardName,【You're My Dream】園田智代子,【You're My Dream】园田智代子
201000901,eventTitle,私にはまだ見つけられない花,我尚未找到的花
201000902,cardName,【You're My Dream】園田智代子,【You're My Dream】园田智代子
201000902,eventTitle,朝をお届けいたします！,为您送上早晨！
201000903,cardName,【You're My Dream】園田智代子,【You're My Dream】园田智代子
201000903,eventTitle,アイドル魂の見せどころなのです,正是展现偶像魂的时候
201000904,cardName,【You're My Dream】園田智代子,【You're My Dream】园田智代子
201000904,eventTitle,恐怖はなんとか抑えられるらしい,恐惧似乎能设法抑制
201000911,cardName,【You're My Dream】園田智代子,【You're My Dream】园田智代子
201000911,eventTitle,オヤコウコウ？　Ｐコウコウ！,孝顺父母？孝顺P！
201001001,cardName,【プリティ・スイート】園田智代子,【Pretty Sweet】园田智代子
201001001,eventTitle,カニ,螃蟹
201001002,cardName,【プリティ・スイート】園田智代子,【Pretty Sweet】园田智代子
201001002,eventTitle,またたくまでも,转瞬之间
201001003,cardName,【プリティ・スイート】園田智代子,【Pretty Sweet】园田智代子
201001003,eventTitle,明日　ケーキの前に会いに来て,明天　来蛋糕前见我
201001004,cardName,【プリティ・スイート】園田智代子,【Pretty Sweet】园田智代子
201001004,eventTitle,メリー♡クリスマスの準備,快乐♡圣诞的准备
201001011,cardName,【プリティ・スイート】園田智代子,【Pretty Sweet】园田智代子
201001011,eventTitle,一方その頃,另一方面那时
201001101,cardName,【砂糖づけ・ビターエンド】園田智代子,【糖渍·苦涩结局】园田智代子
201001101,eventTitle,息を合わせたらせーのでスタート,调整呼吸后预备开始
201001102,cardName,【砂糖づけ・ビターエンド】園田智代子,【糖渍·苦涩结局】园田智代子
201001102,eventTitle,残さず　たいらげます,一点都不剩　全部吃完
201001103,cardName,【砂糖づけ・ビターエンド】園田智代子,【糖渍·苦涩结局】园田智代子
201001103,eventTitle,一番,第一
201001104,cardName,【砂糖づけ・ビターエンド】園田智代子,【糖渍·苦涩结局】园田智代子
201001104,eventTitle,踏み切る、足りない100％,下定决心、不足的100％
201001111,cardName,【砂糖づけ・ビターエンド】園田智代子,【糖渍·苦涩结局】园田智代子
201001111,eventTitle,スポットライトが呼ぶ,聚光灯在呼唤
201001201,cardName,【フロイラインに心酔】園田智代子,【醉心于Fräulein】园田智代子
201001201,eventTitle,彼が一番知っている、,他最了解、
201001202,cardName,【フロイラインに心酔】園田智代子,【醉心于Fräulein】园田智代子
201001202,eventTitle,みんながすぐに思い描ける、,大家立刻就能想象出的、
201001211,cardName,【フロイラインに心酔】園田智代子,【醉心于Fräulein】园田智代子
201001211,eventTitle,外さない、ハズレない,不会错、不会失手
201001301,cardName,【トコハレ☀コメディ】園田智代子,【时常放晴☀喜剧】园田智代子
201001301,eventTitle,ヘキエキdown down,赫基埃基down down
201001302,cardName,【トコハレ☀コメディ】園田智代子,【时常放晴☀喜剧】园田智代子
201001302,eventTitle,架空一般女子高生,架空一般女高中生
201001303,cardName,【トコハレ☀コメディ】園田智代子,【时常放晴☀喜剧】园田智代子
201001303,eventTitle,ティアドロップがきらり,泪滴闪烁
201001304,cardName,【トコハレ☀コメディ】園田智代子,【时常放晴☀喜剧】园田智代子
201001304,eventTitle,やっと双方向トーク,终于双向对话
201001311,cardName,【トコハレ☀コメディ】園田智代子,【时常放晴☀喜剧】园田智代子
201001311,eventTitle,"C-side, P-side","C-side, P-side"
201001401,cardName,【うつくしいあした】園田智代子,【美丽的明天】园田智代子
201001401,eventTitle,うつくしいひび,美丽的日子
201001402,cardName,【うつくしいあした】園田智代子,【美丽的明天】园田智代子
201001402,eventTitle,星落,星落
201001403,cardName,【うつくしいあした】園田智代子,【美丽的明天】园田智代子
201001403,eventTitle,彼女が思う彼女の責任の話,关于她所认为的她的责任
201001404,cardName,【うつくしいあした】園田智代子,【美丽的明天】园田智代子
201001404,eventTitle,スミレの花束,紫罗兰花束
201001411,cardName,【うつくしいあした】園田智代子,【美丽的明天】园田智代子
201001411,eventTitle,雨が目に染みないように,为了不让雨水刺痛眼睛
201001501,cardName,【チョコ for Y♡U】園田智代子,【巧克力 for Y♡U】园田智代子
201001501,eventTitle,意気込み（#01）,干劲 (#01)
201001502,cardName,【チョコ for Y♡U】園田智代子,【巧克力 for Y♡U】园田智代子
201001502,eventTitle,非公開（#??）,非公开 (#??)
201001511,cardName,【チョコ for Y♡U】園田智代子,【巧克力 for Y♡U】园田智代子
201001511,eventTitle,初披露（#∞）,初次披露 (#∞)
201001601,cardName,【Kn☆cking.Kn☆cking.】園田智代子,【Kn☆cking.Kn☆cking.】园田智代子
201001601,eventTitle,できるだけたくさんを全員に,尽可能多地给所有人
201001602,cardName,【Kn☆cking.Kn☆cking.】園田智代子,【Kn☆cking.Kn☆cking.】园田智代子
201001602,eventTitle,じっ,仔细地
201001603,cardName,【Kn☆cking.Kn☆cking.】園田智代子,【Kn☆cking.Kn☆cking.】园田智代子
201001603,eventTitle,あちらのお客様からです,是那边的客人
201001604,cardName,【Kn☆cking.Kn☆cking.】園田智代子,【Kn☆cking.Kn☆cking.】园田智代子
201001604,eventTitle,可憐・わんぱく・お姉さん,可爱·调皮·姐姐
